"type","quality","fixedAcidity","volatileAcidity","citricAcid","residualSugar","chlorides","freeSulfurDioxide","totalSulfurDioxide","density","pH","sulphates","alcohol"
"red",6,7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4
"red",6,8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8
"red",6,6.2,0.36,0.24,2.2,0.095,19,42,0.9946,3.57,0.57,11.7
"white",6,6.6,0.26,0.25,11.6,0.045,45,178,0.99691,3.33,0.43,9.8
"white",6,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1
"white",6,6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3
"white",6,6.9,0.2,0.3,4.7,0.041,40,148,0.9932,3.16,0.35,10.2
"white",6,7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5
"white",6,6.6,0.18,0.28,1.7,0.041,53,161,0.99207,3.13,0.45,10.2
"white",6,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3
"white",6,6.8,0.24,0.29,9.5,0.042,56,157,0.99586,3.11,0.51,10.1
"red",6,9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4
"white",6,6.5,0.2,0.5,18.1,0.054,50,221,0.99941,2.94,0.64,8.8
"red",6,8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10
"white",6,7.5,0.13,0.38,1.1,0.023,42,104,0.99112,3.28,0.53,11.8
"white",6,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9
"white",6,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9
"white",6,5,0.31,0,6.4,0.046,43,166,0.994,3.3,0.63,9.9
"white",6,6.2,0.55,0.45,12,0.049,27,186,0.9974,3.17,0.5,9.3
"white",6,6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1
"white",6,8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1
"white",6,8.5,0.19,0.49,3.5,0.044,29,117,0.9938,3.14,0.51,10.1
"white",6,7.3,0.13,0.32,14.4,0.051,34,109,0.9974,3.2,0.35,9.2
"white",6,6.8,0.28,0.17,13.9,0.047,49,162,0.9983,3.21,0.51,9
"white",6,7.3,0.26,0.53,12.7,0.047,60.5,164.5,0.9984,3.06,0.45,9.1
"white",6,7.8,0.27,0.58,11.2,0.036,44,161,0.9977,3.06,0.41,8.9
"white",6,6.2,0.31,0.26,4.8,0.037,36,148,0.9928,3.21,0.41,10.4
"white",6,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8
"white",6,8.4,0.36,0.36,11.1,0.032,21,132,0.99313,2.95,0.39,13
"white",6,6.4,0.24,0.49,5.8,0.053,25,120,0.9942,3.01,0.98,10.5
"red",6,8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9
"white",6,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8
"white",6,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4
"white",6,5.9,0.27,0.27,9,0.051,43,136,0.9941,3.25,0.53,10.7
"white",6,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9
"white",6,6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4
"white",6,5.8,0.15,0.32,1.2,0.037,14,119,0.99137,3.19,0.5,10.2
"white",6,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8
"white",6,6.8,0.19,0.4,9.85,0.055,41,103,0.99532,2.98,0.56,10.5
"white",6,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5
"white",6,6.3,0.2,0.3,5.9,0.034,35,152,0.99642,3.47,0.4,8.5
"red",6,11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.0333333333333
"white",6,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667
"white",6,6.9,0.25,0.35,9.2,0.034,42,150,0.9947,3.21,0.36,11.5
"white",6,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2
"red",6,6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5
"white",6,6.8,0.27,0.42,7.3,0.054,58,200,0.99556,3.12,0.49,9.4
"white",6,6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2
"white",6,6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8
"red",6,8.3,0.66,0.15,1.9,0.079,17,42,0.9972,3.31,0.54,9.6
"red",6,7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1
"white",6,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9
"white",6,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1
"red",6,5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1
"white",6,5.7,0.21,0.37,4.5,0.04,58,140,0.99332,3.29,0.62,10.6
"white",6,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7
"white",6,6.2,0.16,0.47,1.4,0.029,23,81,0.99,3.26,0.42,12.2
"red",6,5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9
"white",6,6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3
"white",6,6.8,0.28,0.36,8,0.045,28,123,0.9928,3.02,0.37,11.4
"white",6,6.6,0.38,0.29,2.9,0.035,15,101,0.98916,3.04,0.37,12.5
"red",6,6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5
"white",6,6.8,0.23,0.42,7.4,0.044,56,189,0.9958,3.22,0.48,9.3
"white",6,6.2,0.18,0.49,4.5,0.047,17,90,0.9919,3.27,0.37,11.6
"white",6,7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1
"white",6,7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11
"white",6,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4
"white",6,6.4,0.32,0.31,1.9,0.037,34,126,0.99,3.06,0.45,11.8
"white",6,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3
"white",6,6,0.22,0.28,1.1,0.034,47,90,0.98862,3.22,0.38,12.6
"white",6,7.4,0.28,0.3,5.3,0.054,44,161,0.9941,3.12,0.48,10.3
"red",6,6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10
"white",6,7.8,0.19,0.26,8.9,0.039,42,182,0.996,3.18,0.46,9.9
"white",6,7.3,0.14,0.49,1.1,0.038,28,99,0.9928,3.2,0.72,10.6
"red",6,7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8
"white",6,5.1,0.14,0.25,0.7,0.039,15,89,0.9919,3.22,0.43,9.2
"white",6,7.5,0.26,0.38,5.7,0.021,23,125,0.99338,3.13,0.62,11.1
"white",6,7.3,0.205,0.31,1.7,0.06,34,110,0.9963,3.72,0.69,10.5
"white",6,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2
"white",6,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2
"white",6,6.5,0.44,0.49,7.7,0.045,16,169,0.9957,3.11,0.37,8.7
"red",6,11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11
"white",6,8.3,0.16,0.48,1.7,0.057,31,98,0.9943,3.15,0.41,10.3
"white",6,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1
"white",6,4.4,0.46,0.1,2.8,0.024,31,111,0.98816,3.48,0.34,13.1
"white",6,8.1,0.28,0.49,1,0.04,32,148,0.9936,3.13,0.41,10
"white",6,7.2,0.29,0.4,7.6,0.024,56,177,0.9928,3.04,0.32,11.5
"red",6,8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6
"white",6,6.8,0.25,0.38,8.1,0.046,24,155,0.9956,3.33,0.59,10.2
"white",6,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2
"white",6,6.4,0.23,0.27,2.1,0.042,35,100,0.99094,3.03,0.63,10.9
"white",6,6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8
"white",6,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5
"white",6,6.5,0.29,0.3,9.15,0.051,25,166,0.99339,3.24,0.56,11.35
"red",6,7,0.65,0.02,2.1,0.066,8,25,0.9972,3.47,0.67,9.5
"white",6,6.1,0.32,0.33,10.7,0.036,27,98,0.99521,3.34,0.52,10.2
"white",6,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9
"white",6,6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9
"white",6,7.2,0.21,1,1.1,0.154,46,114,0.9931,2.95,0.43,9.2
"red",6,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4
"white",6,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4
"white",6,7.9,0.22,0.24,4.6,0.044,39,159,0.9927,2.99,0.28,11.5
"white",6,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4
"white",6,6.8,0.28,0.35,2.3,0.042,16,85,0.9906,3.19,0.56,12.4
"red",6,6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1
"white",6,6.5,0.22,0.34,12,0.053,55,177,0.9983,3.52,0.44,9.9
"red",6,7.8,0.53,0.04,1.7,0.076,17,31,0.9964,3.33,0.56,10
"red",6,8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1
"white",6,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2
"white",6,7.7,0.26,0.51,2.6,0.045,26,159,0.99126,3,0.5,11.2
"white",6,6.9,0.28,0.33,1.2,0.039,16,98,0.9904,3.07,0.39,11.7
"white",6,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9
"white",6,7.7,0.32,0.62,10.6,0.036,56,153,0.9978,3.13,0.44,8.9
"white",6,6.5,0.33,0.38,2.5,0.047,30,148,0.98964,3.17,0.43,12.7
"white",6,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5
"white",6,5.5,0.21,0.25,1.2,0.04,18,75,0.99006,3.31,0.56,11.3
"white",6,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4
"white",6,6.5,0.21,0.51,17.6,0.045,34,125,0.99966,3.2,0.47,8.8
"white",6,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4
"white",6,5.9,0.29,0.25,12,0.057,48,224,0.9981,3.23,0.41,9
"white",6,8.2,0.23,0.4,7.5,0.049,12,76,0.9966,3.06,0.84,9.7
"white",6,7.2,0.23,0.39,1.5,0.053,26,106,0.99166,3.18,0.47,11.1
"red",6,9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9
"white",6,7.6,0.2,0.36,1.9,0.043,24,111,0.99237,3.29,0.54,11.3
"red",6,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4
"white",6,5.5,0.16,0.26,1.5,0.032,35,100,0.99076,3.43,0.77,12
"red",6,12.5,0.37,0.55,2.6,0.083,25,68,0.9995,3.15,0.82,10.4
"white",6,8,0.22,0.28,14,0.053,83,197,0.9981,3.14,0.45,9.8
"white",6,6.2,0.28,0.45,7.5,0.045,46,203,0.99573,3.26,0.46,9.2
"white",6,6.7,0.24,0.36,8.4,0.042,42,123,0.99473,3.34,0.52,10.9
"white",6,8,0.23,0.28,2.7,0.048,49,165,0.9952,3.26,0.72,9.5
"white",6,6,0.21,0.34,2,0.042,63,123,0.99052,3.44,0.42,11.4
"white",6,6.2,0.2,0.29,11.8,0.035,21,93,0.99364,3.18,0.34,11.9
"white",6,6.3,0.21,0.28,1.5,0.051,46,142,0.9928,3.23,0.42,10.1
"white",6,8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11
"white",6,6.8,0.27,0.37,8.2,0.055,52,192,0.99586,3.11,0.52,9.5
"white",6,8.2,0.27,0.43,1.6,0.035,31,128,0.9916,3.1,0.5,12.3
"red",6,7.9,0.4,0.29,1.8,0.157,1,44,0.9973,3.3,0.92,9.5
"white",6,6.4,0.12,0.49,6.4,0.042,49,161,0.9945,3.34,0.44,10.4
"white",6,7.5,0.33,0.28,4.9,0.042,21,155,0.99385,3.36,0.57,10.9
"white",6,6.8,0.24,0.34,2.7,0.047,64.5,218.5,0.9934,3.3,0.58,9.7
"red",6,7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9
"white",6,6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3
"red",6,9.4,0.685,0.11,2.7,0.077,6,31,0.9984,3.19,0.7,10.1
"white",6,7.3,0.21,0.3,10.9,0.037,18,112,0.997,3.4,0.5,9.6
"white",6,6,0.34,0.29,6.1,0.046,29,134,0.99462,3.48,0.57,10.7
"white",6,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3
"red",6,6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4
"white",6,5.5,0.16,0.31,1.2,0.026,31,68,0.9898,3.33,0.44,11.6333333333333
"red",6,11.5,0.59,0.59,2.6,0.087,13,49,0.9988,3.18,0.65,11
"red",6,12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3
"white",6,6.6,0.28,0.34,0.8,0.037,42,119,0.9888,3.03,0.37,12.5
"red",6,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3
"white",6,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5
"white",6,6.5,0.23,0.45,2.1,0.027,43,104,0.99054,3.02,0.52,11.3
"white",6,7.4,0.21,0.27,1.2,0.041,27,99,0.9927,3.19,0.33,9.8
"white",6,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7
"white",6,7.7,0.22,0.42,1.9,0.052,10,87,0.9922,3.3,0.49,11.8
"white",6,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9
"white",6,6.8,0.3,0.27,11.6,0.028,22,97,0.99314,2.96,0.38,11.7
"red",6,7.8,0.34,0.37,2,0.082,24,58,0.9964,3.34,0.59,9.4
"white",6,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6
"red",6,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1
"white",6,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5
"white",6,7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4
"white",6,7.4,0.35,0.2,13.9,0.054,63,229,0.99888,3.11,0.5,8.9
"red",6,8.1,0.72,0.09,2.8,0.084,18,49,0.9994,3.43,0.72,11.1
"red",6,8,0.62,0.33,2.7,0.088,16,37,0.9972,3.31,0.58,10.7
"white",6,7.9,0.33,0.26,1.2,0.044,23,103,0.9932,3.19,0.54,10.5
"red",6,6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2
"white",6,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.55
"white",6,7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2
"red",6,7.3,0.4,0.3,1.7,0.08,33,79,0.9969,3.41,0.65,9.5
"white",6,6.4,0.23,0.3,7.1,0.037,63,236,0.9952,3.06,0.34,9.2
"white",6,5.1,0.31,0.3,0.9,0.037,28,152,0.992,3.54,0.56,10.1
"white",6,7.7,0.39,0.3,5.2,0.037,29,131,0.9943,3.38,0.44,11
"white",7,7,0.46,0.39,6.2,0.039,46,163,0.9928,3.21,0.35,12.2
"white",7,6.5,0.18,0.33,1.4,0.029,35,138,0.99114,3.36,0.6,11.5
"white",7,6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6
"white",7,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9
"white",7,6.9,0.22,0.32,9.3,0.04,22,110,0.9958,3.34,0.54,10.7
"red",7,9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2
"white",7,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2
"white",7,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7
"white",7,5.7,0.25,0.32,12.2,0.041,43,127,0.99524,3.23,0.53,10.4
"white",7,6.9,0.28,0.3,1.6,0.047,46,132,0.9918,3.35,0.38,11.1
"white",7,6.8,0.52,0.26,5.7,0.038,27,130,0.99,3.11,0.27,13
"white",7,7.7,0.27,0.34,1.8,0.028,26,168,0.9911,2.99,0.48,12.1
"white",7,5.8,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8
"white",7,6,0.28,0.27,15.5,0.036,31,134,0.99408,3.19,0.44,13
"white",7,7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5
"white",7,6.1,0.29,0.27,1.7,0.024,13,76,0.9893,3.21,0.51,12.6
"white",7,5.6,0.41,0.24,1.9,0.034,10,53,0.98815,3.32,0.5,13.5
"white",7,5,0.17,0.56,1.5,0.026,24,115,0.9906,3.48,0.39,10.8
"white",7,6.7,0.34,0.3,8.5,0.059,24,152,0.99615,3.46,0.64,11
"white",7,6.6,0.19,0.25,1.2,0.052,34,181,0.99352,3.3,0.42,9.4
"white",7,5.6,0.235,0.29,1.2,0.047,33,127,0.991,3.34,0.5,11
"red",7,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11
"red",7,10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6
"white",7,5.3,0.4,0.25,3.9,0.031,45,130,0.99072,3.31,0.58,11.75
"white",7,5.9,0.24,0.3,2,0.033,28,92,0.99225,3.39,0.69,10.9
"red",7,5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2
"white",7,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5
"white",7,5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9
"white",7,6.6,0.16,0.4,1.5,0.044,48,143,0.9912,3.54,0.52,12.4
"white",7,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9
"red",7,8.3,0.28,0.48,2.1,0.093,6,12,0.99408,3.26,0.62,12.4
"white",7,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3
"white",7,6.7,0.18,0.37,1.3,0.027,42,125,0.98939,3.24,0.37,12.8
"white",7,6.3,0.28,0.24,8.45,0.031,32,172,0.9958,3.39,0.57,9.7
"white",7,7.4,0.3,0.22,1.4,0.046,16,135,0.9928,3.08,0.77,10.4
"red",7,10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7
"white",7,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8
"white",7,7.3,0.21,0.49,1.8,0.038,44,152,0.9912,3.32,0.44,12.6
"white",7,5.6,0.28,0.4,6.1,0.034,36,118,0.99144,3.21,0.43,12.1
"white",7,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1
"white",7,8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4
"white",7,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1
"white",7,6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1
"white",7,6.4,0.29,0.32,2.4,0.014,34,89,0.99008,3.24,0.66,12.5
"white",7,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3
"red",7,9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1
"red",7,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11
"white",7,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8
"white",7,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5
"white",7,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2
"white",7,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5
"white",7,8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11
"red",7,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9
"white",7,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12
"white",7,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12
"white",7,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6
"white",7,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3
"white",7,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3
"white",7,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11
"white",7,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4
"white",7,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6
"white",7,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4
"white",7,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9
"white",7,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4
"white",7,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5
"white",7,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1
"white",7,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7
"white",7,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3
"white",7,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7
"white",7,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8
"white",7,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5
"white",7,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3
"white",7,6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7
"white",7,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5
"white",7,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2
"red",7,6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2
"white",7,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7
"red",7,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
"white",7,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5
"white",7,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3
"white",7,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
"white",7,6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9
"white",7,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5
"red",7,8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8
"red",7,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5
"white",7,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8
"white",7,6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9
"white",7,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4
"white",7,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12
"red",7,12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12
"white",7,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3
"white",7,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6
"white",7,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5
"white",7,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11
"white",7,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2
"white",7,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9
"white",7,8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3
"red",7,5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9
"white",7,6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6
"white",7,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6
"white",7,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2
"white",7,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1
"white",7,6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9
"white",7,7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4
"white",7,6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9
"white",7,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1
"white",7,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4
"white",7,6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13
"white",7,6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8
"white",7,8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9
"red",7,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1
"white",7,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4
"red",7,10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9
"white",7,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
"white",7,7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5
"white",7,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6
"white",7,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9
"white",7,7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2
"white",7,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3
"red",7,12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8
"white",7,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8
"white",7,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12
"white",7,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7
"white",7,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6
"red",7,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8
"white",7,6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3
"white",7,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3
"white",7,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5
"white",7,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1
"white",7,5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8
"white",7,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2
